Δn,T,SRH,Label
2.718588242732951e+16,325,0.0027357220081275914,0
2.9836472402833344e+16,325,0.0027617572785865693,0
3.2745491628777316e+16,325,0.0027861334022018574,0
3.5938136638046404e+16,325,0.0028089084922230992,0
3.944206059437648e+16,325,0.002830146217055492,0
4.3287612810830616e+16,325,0.0028499143414943786,0
4.750810162102813e+16,325,0.0028682834119796914,0
5.214008287999674e+16,325,0.0028853255926047524,0
5.72236765935022e+16,325,0.002901113652652651,0
6.280291441834272e+16,325,0.002915720101734074,0
6.892612104349681e+16,325,0.0029292164650812497,0
7.564633275546291e+16,325,0.002941672689087627,0
8.30217568131977e+16,325,0.002953156665622639,0
9.111627561154869e+16,325,0.002963733862838339,0
1e+17,325,0.0029734670499670956,0
10000000000000.0,350,0.0008816576671911712,0
10974987654930.545,350,0.0008820554527915091,0
12045035402587.836,350,0.0008824918473505667,0
13219411484660.287,350,0.0008829705796108296,0
14508287784959.373,350,0.0008834957346281435,0
15922827933410.94,350,0.0008840717870459691,0
17475284000076.83,350,0.0008847036373184117,0
19179102616724.926,350,0.0008853966511105036,0
21049041445120.22,350,0.0008861567021148495,0
23101297000831.582,350,0.0008869902185332046,0
25353644939701.168,350,0.0008879042334792469,0
27825594022071.258,350,0.0008889064395641388,0
30538555088334.125,350,0.0008900052479285993,0
33516026509388.477,350,0.0008912098519831764,0
36783797718286.34,350,0.0008925302961110523,0
40370172585965.5,350,0.0008939775495736105,0
44306214575838.87,350,0.0008955635858364867,0
48626015800653.53,350,0.0008973014675009292,0
53366992312063.016,350,0.0008992054369796793,0
58570208180566.734,350,0.0009012910129955605,0
64280731172843.195,350,0.0009035750929013523,0
70548023107186.31,350,0.0009060760607177667,0
77426368268112.78,350,0.000908813900658301,0
84975343590864.38,350,0.0009118103157508253,0
93260334688321.8,350,0.0009150888509708556,0
102353102189902.69,350,0.000918675020064934,0
112332403297802.66,350,0.0009225964349584493,0
123284673944206.84,350,0.0009268829363042243,0
135304777457980.75,350,0.0009315667233299317,0
148496826225446.34,350,0.000936682480677737,0
162975083462064.7,350,0.0009422674993928811,0
178864952905743.5,350,0.0009483617886048904,0
196304065004026.84,350,0.0009550081737531971,0
215443469003188.66,350,0.0009622523764385411,0
236448941264540.72,350,0.0009701430701369147,0
259502421139974.25,350,0.0009787319051038264,0
284803586843580.5,350,0.0009880734948400957,0
312571584968823.5,350,0.0009982253555122036,0
343046928631492.6,350,0.0010092477887573427,0
376493580679247.1,350,0.0010212036974061047,0
413201240011533.44,350,0.0010341583228897996,0
